"Time []","C1.V []","L1.I []"
0.0004635999999,11.6663224051385,2.79294376341257
0.0004645999999,11.6872686190418,2.79940785317077
0.0004648999997,11.6935720583459,2.80126532990029
0.0004649999999,11.6956749989211,2.80187608406453
0.0004650999999,11.6977787897316,2.80248263027588
0.0004655999999,11.70831823973,2.80539944787858
0.0004665999999,11.7294289666034,2.81102197581524
0.0004675999999,11.7505934946662,2.81622175120255
0.0004685999999,11.7717921880533,2.82099789437535
0.0004695999999,11.7930055576477,2.82534991691834
0.0004698999997,11.7993699688671,2.82657278952355
0.0004699999999,11.8014912741779,2.82697192907878
0.0004700999999,11.8036124514717,2.82736682535313
0.0004705999999,11.8142120490864,2.82922470486226
0.0004715999999,11.8353945948703,2.8327286384227
0.0004725999999,11.8565344172408,2.83580934830158
0.0004735999999,11.877612776014,2.83846787636904
0.0004745999999,11.8986111561726,2.84070563704717
0.0004748999997,11.9048927427727,2.84129512495734
0.0004749999999,11.906984571752,2.84148324801906
0.0004750999999,11.9090753409647,2.84166718810635
0.0004755999999,11.9194974483273,2.84247221362307
0.0004765999999,11.9402790701086,2.84387444843871
0.0004775999999,11.9609266993199,2.84486239074443
0.0004785999999,11.9814228668787,2.84543889508244
0.0004795999999,12.0017503987963,2.84560716242569
0.0004798999997,12.0078136185905,2.84557847039266
0.0004799999999,12.0098309189631,2.84556082581982
0.0004800999999,12.0118462928996,2.84553914860795
0.0004805999999,12.0218678135306,2.84532047047265
0.0004815999999,12.0418057565133,2.84468373477221
0.0004825999999,12.0615254817295,2.84365042238978
0.0004835999999,12.0810111216854,2.84222505635563
0.0004845999999,12.100247164246,2.84041247349632
0.0004848999997,12.1059673654181,2.83979383031975
0.0004849999999,12.1078687478605,2.8395799937788
0.0004850999999,12.1097674185835,2.83936235761236
0.0004855999999,12.1191840935373,2.83817051667698
0.0004865999999,12.1378740667124,2.83559993507449
0.0004875999999,12.1562701934287,2.83265849247308
0.0004885999999,12.1743584880161,2.82935220565863
0.0004895999999,12.1921253698607,2.82568736707986
0.0004898999997,12.1973910679279,2.82451881854553
0.0004899999999,12.199139560016,2.82412228712452
0.0004900999999,12.2008846502614,2.82372226291424
0.0004905999999,12.209514744954,2.8216271154647
0.0004915999999,12.2265981658554,2.81726598635661
0.0004925999999,12.2433220008034,2.81256678469002
0.0004935999999,12.2596743719648,2.80753682096234
0.0004945999999,12.2756438450636,2.80218363879206
0.0004948999997,12.2803586063368,2.80051563254986
